id,timestamp,src_bytes,dst_bytes,duration,serror_rate,count_val,protocol,service,flag,prediction,severity,alert_type,zone
2743,2026-03-16 10:59:10,26690.0,4056.0,38.0,0.94,435.0,2,1,4,1,6.5,Red,South
8465,2026-03-16 10:58:33,2910.0,585.0,42.0,0.32,160.0,0,9,5,1,5.73,Yellow,West
10421,2026-03-16 10:57:36,68.0,55.0,6.0,0.06,9.0,0,9,7,0,1.03,Green,South
4376,2026-03-16 10:54:11,5153.0,2260.0,31.0,0.18,101.0,0,5,7,1,5.01,Yellow,East
4858,2026-03-16 10:50:04,2571.0,402.0,33.0,0.35,182.0,0,0,9,1,4.0,Yellow,West
3789,2026-03-16 10:49:50,382.0,167.0,10.0,0.04,26.0,1,3,1,0,0.49,Green,West
8596,2026-03-16 10:48:06,5217.0,745.0,11.0,0.17,22.0,0,6,6,0,4.5,Yellow,West
10141,2026-03-16 10:38:47,671.0,28.0,15.0,0.1,47.0,1,1,5,0,2.66,Green,West
5412,2026-03-16 10:35:59,32738.0,3479.0,41.0,0.52,485.0,1,8,0,1,7.38,Red,East
6303,2026-03-16 10:31:28,154.0,401.0,8.0,0.05,21.0,2,8,6,0,1.94,Green,West
3443,2026-03-16 10:15:31,22063.0,647.0,20.0,0.73,261.0,1,6,1,1,7.17,Red,West
7474,2026-03-16 10:14:04,1161.0,747.0,35.0,0.26,193.0,1,4,2,0,4.14,Yellow,West
7227,2026-03-16 10:03:37,90.0,526.0,0.0,0.03,1.0,2,3,6,0,1.53,Green,North
9753,2026-03-16 09:57:17,518.0,347.0,6.0,0.05,7.0,1,0,8,0,2.04,Green,North
7477,2026-03-16 09:56:07,2547.0,2464.0,39.0,0.1,112.0,0,9,4,1,4.7,Yellow,West
4670,2026-03-16 09:52:38,4397.0,5015.0,69.0,0.34,345.0,2,0,5,1,8.33,Red,West
5135,2026-03-16 09:39:20,5071.0,937.0,9.0,0.34,114.0,0,4,2,1,4.97,Yellow,West
4098,2026-03-16 09:39:19,732.0,489.0,11.0,0.07,42.0,2,5,9,0,1.92,Green,West
3771,2026-03-16 09:34:37,2348.0,527.0,35.0,0.28,208.0,0,7,3,0,4.0,Yellow,North
5708,2026-03-16 09:26:07,629.0,587.0,8.0,0.09,10.0,2,4,6,0,1.9,Green,North
6776,2026-03-16 09:24:09,3673.0,1518.0,23.0,0.21,127.0,2,4,1,1,4.0,Yellow,North
4065,2026-03-16 09:22:28,1516.0,2152.0,11.0,0.22,179.0,2,0,1,1,4.45,Yellow,North
9460,2026-03-16 09:21:50,1342.0,1494.0,28.0,0.16,91.0,2,1,0,0,4.89,Yellow,East
2732,2026-03-16 09:20:43,552.0,562.0,8.0,0.1,8.0,1,4,2,0,0.94,Green,East
4937,2026-03-16 09:14:41,1895.0,900.0,43.0,0.47,215.0,0,5,2,1,7.49,Red,North
8425,2026-03-16 09:06:17,75.0,211.0,15.0,0.03,49.0,1,5,6,0,1.43,Green,North
7292,2026-03-16 09:05:56,28838.0,8807.0,13.0,0.73,465.0,1,9,0,1,7.85,Red,North
10308,2026-03-16 08:56:16,866.0,415.0,9.0,0.07,48.0,1,3,3,0,1.33,Green,West
9721,2026-03-16 08:54:31,113.0,280.0,10.0,0.09,56.0,0,2,4,0,1.89,Green,North
7024,2026-03-16 08:47:34,2.0,284.0,13.0,0.05,30.0,0,4,2,0,1.82,Green,South
6703,2026-03-16 08:37:04,743.0,258.0,2.0,0.04,17.0,2,4,0,0,1.22,Green,North
4115,2026-03-16 08:17:14,6262.0,3063.0,8.0,0.79,103.0,1,9,7,1,7.05,Red,West
5291,2026-03-16 08:04:18,3631.0,2815.0,24.0,0.71,155.0,2,5,4,1,7.28,Red,North
8818,2026-03-16 08:01:26,898.0,99.0,0.0,0.02,25.0,2,8,5,0,2.25,Green,West
10279,2026-03-16 08:01:18,1975.0,1487.0,7.0,0.2,153.0,1,2,0,0,5.04,Yellow,West
10032,2026-03-16 07:50:08,872.0,436.0,10.0,0.0,41.0,1,7,9,0,1.72,Green,West
3071,2026-03-16 07:47:09,15130.0,8261.0,81.0,0.32,300.0,0,7,7,1,7.34,Red,West
4641,2026-03-16 07:45:49,503.0,405.0,13.0,0.03,49.0,2,7,0,0,2.97,Green,South
7073,2026-03-16 07:39:06,13120.0,1528.0,13.0,0.85,192.0,0,9,5,1,7.19,Red,North
7540,2026-03-16 07:34:32,25798.0,2033.0,39.0,0.73,440.0,2,7,4,1,6.59,Red,West
6789,2026-03-16 07:31:54,9.0,301.0,14.0,0.01,5.0,0,1,9,0,2.68,Green,South
4050,2026-03-16 07:27:38,334.0,184.0,11.0,0.09,15.0,1,9,1,0,2.09,Green,East
3743,2026-03-16 07:18:50,411.0,365.0,0.0,0.08,33.0,1,9,7,0,1.75,Green,West
9842,2026-03-16 07:18:31,115.0,254.0,13.0,0.02,27.0,1,4,1,0,2.24,Green,West
9443,2026-03-16 07:14:39,32649.0,8463.0,69.0,0.76,202.0,1,7,6,1,7.71,Red,North
3159,2026-03-16 07:09:46,2868.0,1879.0,30.0,0.19,124.0,1,7,8,1,4.0,Yellow,North
10482,2026-03-16 06:59:06,30055.0,1570.0,26.0,0.36,489.0,0,4,3,1,7.39,Red,West
9007,2026-03-16 06:48:48,479.0,441.0,12.0,0.08,8.0,1,9,7,0,1.39,Green,South
5687,2026-03-16 06:26:28,20689.0,1088.0,41.0,0.85,443.0,0,8,8,1,7.21,Red,North
8511,2026-03-16 06:24:25,850.0,178.0,2.0,0.0,15.0,2,3,3,0,0.99,Green,North
3972,2026-03-16 06:13:45,31435.0,2967.0,49.0,0.87,288.0,0,1,6,1,6.5,Red,North
9134,2026-03-16 06:12:34,246.0,255.0,12.0,0.06,43.0,1,8,8,0,3.1,Green,West
6453,2026-03-16 06:09:40,3196.0,1904.0,11.0,0.39,190.0,1,6,8,0,4.0,Yellow,West
7403,2026-03-16 06:04:05,31453.0,5259.0,50.0,0.31,345.0,1,4,8,1,7.96,Red,South
6663,2026-03-16 06:00:09,846.0,362.0,13.0,0.0,3.0,0,0,6,0,2.01,Green,East
6451,2026-03-16 05:58:15,532.0,82.0,7.0,0.07,14.0,0,7,9,0,1.21,Green,North
8344,2026-03-16 05:54:26,2806.0,1005.0,36.0,0.13,58.0,0,7,1,0,5.58,Yellow,North
8583,2026-03-16 05:53:32,683.0,397.0,14.0,0.09,53.0,0,2,4,0,2.26,Green,West
7927,2026-03-16 05:49:36,826.0,317.0,5.0,0.03,47.0,1,6,5,0,1.37,Green,West
8995,2026-03-16 05:42:25,574.0,63.0,12.0,0.06,29.0,1,4,6,0,1.74,Green,South
2838,2026-03-16 05:40:52,48.0,596.0,9.0,0.01,31.0,1,6,1,0,2.37,Green,South
8139,2026-03-16 05:35:31,5240.0,1613.0,16.0,0.31,105.0,0,3,0,1,5.01,Yellow,East
10053,2026-03-16 05:25:48,27977.0,1912.0,68.0,0.91,339.0,1,8,2,1,7.17,Red,South
5031,2026-03-16 05:24:46,29512.0,6157.0,3.0,0.42,287.0,0,4,4,1,8.27,Red,North
9465,2026-03-16 05:22:32,522.0,2214.0,41.0,0.4,169.0,1,4,5,1,4.89,Yellow,East
7499,2026-03-16 05:16:08,853.0,524.0,9.0,0.02,59.0,2,5,2,0,0.45,Green,North
7724,2026-03-16 05:14:28,2803.0,1755.0,37.0,0.26,166.0,2,6,3,1,5.19,Yellow,East
5574,2026-03-16 05:11:16,451.0,285.0,12.0,0.09,9.0,0,1,9,0,1.48,Green,East
5972,2026-03-16 05:05:44,4983.0,2493.0,5.0,0.36,153.0,1,4,8,0,4.7,Yellow,East
7122,2026-03-16 05:05:36,5833.0,1643.0,14.0,0.34,166.0,2,3,0,1,4.46,Yellow,North
4801,2026-03-16 05:05:16,33747.0,3297.0,7.0,0.56,415.0,2,5,7,1,6.5,Red,East
5780,2026-03-16 05:02:13,34621.0,4816.0,35.0,0.72,269.0,1,4,0,1,6.5,Red,East
7604,2026-03-16 04:55:02,740.0,18.0,5.0,0.09,30.0,0,8,4,0,1.03,Green,West
8709,2026-03-16 04:51:31,10460.0,7288.0,89.0,0.37,477.0,0,0,9,1,7.55,Red,West
3795,2026-03-16 04:48:29,9010.0,822.0,47.0,0.53,346.0,2,2,0,1,7.01,Red,West
9279,2026-03-16 04:36:18,165.0,49.0,9.0,0.06,60.0,1,4,9,0,1.18,Green,East
9997,2026-03-16 04:29:12,558.0,580.0,9.0,0.04,16.0,0,5,4,0,0.27,Green,West
7959,2026-03-16 04:19:39,408.0,219.0,8.0,0.09,17.0,2,4,5,0,2.63,Green,North
8346,2026-03-16 04:07:36,337.0,42.0,13.0,0.04,58.0,1,6,8,0,1.45,Green,West
3744,2026-03-16 04:00:14,757.0,482.0,8.0,0.0,32.0,2,6,2,0,0.69,Green,South
3119,2026-03-16 03:46:22,105.0,83.0,11.0,0.05,29.0,2,4,4,0,1.19,Green,North
4161,2026-03-16 03:40:31,473.0,530.0,6.0,0.09,15.0,2,5,6,0,0.59,Green,West
2936,2026-03-16 03:36:01,2886.0,2350.0,12.0,0.38,147.0,1,5,8,1,4.59,Yellow,North
6894,2026-03-16 03:35:13,2139.0,2030.0,16.0,0.1,71.0,0,7,7,0,4.4,Yellow,East
5630,2026-03-16 03:31:44,852.0,418.0,6.0,0.01,49.0,1,9,6,0,1.97,Green,South
4006,2026-03-16 03:28:41,22691.0,6535.0,43.0,0.64,321.0,2,9,3,1,8.14,Red,North
8751,2026-03-16 03:26:21,5545.0,7650.0,19.0,0.82,221.0,2,8,9,1,7.38,Red,West
9164,2026-03-16 03:16:40,5759.0,2493.0,36.0,0.25,65.0,1,6,7,0,4.75,Yellow,North
9587,2026-03-16 03:13:39,574.0,69.0,3.0,0.09,26.0,2,2,7,0,2.88,Green,East
3305,2026-03-16 02:57:57,173.0,563.0,0.0,0.01,34.0,2,3,5,0,0.84,Green,West
3150,2026-03-16 02:53:15,5072.0,2072.0,15.0,0.19,194.0,1,4,4,1,4.45,Yellow,West
4256,2026-03-16 02:49:25,86.0,171.0,15.0,0.01,26.0,0,5,3,0,1.62,Green,North
6980,2026-03-16 02:49:05,5461.0,950.0,43.0,0.31,30.0,2,0,6,1,5.72,Yellow,East
4049,2026-03-16 02:40:30,32173.0,8406.0,51.0,0.39,292.0,2,1,1,1,8.62,Red,East
9689,2026-03-16 02:26:50,200.0,244.0,5.0,0.08,31.0,0,3,6,0,2.32,Green,South
7702,2026-03-16 02:26:22,11877.0,7496.0,79.0,0.79,116.0,2,1,8,1,7.65,Red,North
3324,2026-03-16 02:24:18,684.0,159.0,4.0,0.04,59.0,1,9,5,0,1.67,Green,East
6809,2026-03-16 02:23:38,579.0,74.0,11.0,0.07,18.0,2,9,5,0,1.0,Green,West
9032,2026-03-16 02:22:08,29512.0,5740.0,28.0,0.39,307.0,2,2,5,1,7.51,Red,West
5757,2026-03-16 02:20:03,777.0,377.0,3.0,0.09,41.0,0,1,0,0,1.93,Green,South
5570,2026-03-16 02:19:16,5775.0,730.0,15.0,0.26,173.0,1,8,8,0,4.11,Yellow,North
6583,2026-03-16 02:14:19,13045.0,4566.0,77.0,0.55,371.0,0,1,3,1,6.95,Red,West
2862,2026-03-16 02:12:00,1006.0,2223.0,15.0,0.3,67.0,1,7,8,1,4.06,Yellow,East
4042,2026-03-16 02:01:17,23611.0,7669.0,48.0,0.88,461.0,1,6,8,1,6.93,Red,West
9752,2026-03-16 01:50:47,5994.0,1687.0,3.0,0.33,144.0,0,1,2,0,4.0,Yellow,East
3640,2026-03-16 01:40:21,251.0,321.0,12.0,0.05,54.0,1,8,8,0,1.72,Green,West
7185,2026-03-16 01:40:13,6653.0,7792.0,8.0,0.32,375.0,1,4,6,1,7.39,Red,South
9190,2026-03-16 01:39:09,348.0,235.0,3.0,0.01,30.0,0,9,7,0,2.31,Green,West
2684,2026-03-16 01:35:29,1153.0,403.0,31.0,0.28,76.0,1,3,7,1,4.94,Yellow,South
10015,2026-03-16 01:24:16,339.0,405.0,1.0,0.1,55.0,1,4,9,0,1.72,Green,West
3013,2026-03-16 01:24:10,4821.0,1706.0,33.0,0.4,179.0,1,9,7,0,4.89,Yellow,East
3511,2026-03-16 01:23:40,782.0,113.0,13.0,0.05,18.0,2,6,5,0,1.9,Green,West
7413,2026-03-16 01:23:01,762.0,187.0,8.0,0.06,18.0,0,1,4,0,1.65,Green,West
2889,2026-03-16 01:19:56,3338.0,1015.0,38.0,0.38,193.0,0,4,2,0,4.44,Yellow,North
7747,2026-03-16 01:16:45,303.0,74.0,9.0,0.05,34.0,2,2,8,0,2.06,Green,North
9604,2026-03-16 00:52:08,3954.0,4819.0,49.0,0.41,133.0,1,3,2,1,6.93,Red,North
7441,2026-03-16 00:51:50,475.0,99.0,4.0,0.04,50.0,1,1,5,0,1.77,Green,North
9036,2026-03-16 00:49:15,635.0,591.0,9.0,0.08,12.0,2,3,3,0,1.18,Green,East
6819,2026-03-16 00:47:21,1844.0,5013.0,2.0,0.64,155.0,2,9,3,1,7.96,Red,North
8106,2026-03-16 00:46:08,5454.0,898.0,23.0,0.33,149.0,2,2,3,1,4.0,Yellow,North
8183,2026-03-16 00:42:23,27974.0,6351.0,8.0,0.57,197.0,2,8,5,1,6.5,Red,West
9843,2026-03-16 00:40:38,68.0,509.0,13.0,0.02,5.0,2,4,0,0,0.72,Green,East
7933,2026-03-16 00:40:12,315.0,208.0,5.0,0.07,26.0,0,5,1,0,1.97,Green,South
7855,2026-03-16 00:38:41,3743.0,1259.0,9.0,0.36,170.0,2,8,4,1,4.0,Yellow,West
5248,2026-03-16 00:35:04,4541.0,1344.0,4.0,0.21,71.0,1,8,4,0,4.95,Yellow,East
10258,2026-03-16 00:26:47,5141.0,4721.0,5.0,0.86,298.0,2,5,9,1,8.29,Red,North
2985,2026-03-16 00:18:34,660.0,41.0,14.0,0.02,10.0,2,7,0,0,1.4,Green,West
7087,2026-03-16 00:16:46,410.0,73.0,11.0,0.07,12.0,1,6,4,0,1.11,Green,South
8033,2026-03-16 00:10:22,16641.0,5813.0,56.0,0.65,203.0,1,0,9,1,6.85,Red,West
4441,2026-03-16 00:09:23,3577.0,2152.0,8.0,0.21,51.0,2,5,7,1,4.55,Yellow,East
9418,2026-03-16 00:07:55,25390.0,8650.0,82.0,0.32,482.0,2,1,3,1,8.19,Red,North
6693,2026-03-16 00:01:10,315.0,70.0,8.0,0.08,51.0,2,3,2,0,1.55,Green,East
8840,2026-03-15 23:58:29,605.0,330.0,3.0,0.07,39.0,2,8,5,0,1.27,Green,East
5854,2026-03-15 23:58:28,850.0,575.0,7.0,0.03,8.0,2,2,6,0,1.47,Green,West
6038,2026-03-15 23:48:56,3532.0,398.0,25.0,0.23,30.0,2,7,0,0,4.88,Yellow,West
5525,2026-03-15 23:48:01,383.0,329.0,14.0,0.08,20.0,1,9,6,0,0.59,Green,East
9847,2026-03-15 23:45:48,3125.0,1852.0,4.0,0.11,177.0,0,5,0,1,4.83,Yellow,North
4927,2026-03-15 23:45:08,3068.0,516.0,41.0,0.25,118.0,2,1,2,1,4.0,Yellow,West
2930,2026-03-15 23:43:28,648.0,338.0,9.0,0.0,46.0,0,9,5,0,1.98,Green,West
7376,2026-03-15 23:36:18,213.0,447.0,2.0,0.08,7.0,1,9,2,0,2.71,Green,South
6133,2026-03-15 23:32:15,757.0,340.0,8.0,0.03,9.0,2,7,5,0,3.12,Green,West
5140,2026-03-15 23:29:22,30.0,260.0,6.0,0.06,26.0,2,5,7,0,2.33,Green,North
7644,2026-03-15 23:28:28,14329.0,4662.0,42.0,0.81,242.0,2,8,3,1,6.77,Red,North
8684,2026-03-15 23:22:56,682.0,581.0,13.0,0.0,35.0,2,2,6,0,1.56,Green,East
9707,2026-03-15 23:22:04,598.0,369.0,5.0,0.03,60.0,2,3,7,0,1.99,Green,East
8706,2026-03-15 23:21:56,303.0,312.0,7.0,0.01,23.0,2,8,7,0,1.48,Green,North
6091,2026-03-15 23:18:07,432.0,96.0,1.0,0.07,57.0,0,0,2,0,2.83,Green,North
4775,2026-03-15 23:00:17,547.0,513.0,15.0,0.02,46.0,1,9,7,0,1.89,Green,South
10157,2026-03-15 22:59:45,3353.0,787.0,23.0,0.36,72.0,1,0,1,0,4.29,Yellow,East
7505,2026-03-15 22:42:01,716.0,599.0,6.0,0.1,57.0,0,7,9,0,1.32,Green,North
4195,2026-03-15 22:31:57,299.0,260.0,13.0,0.07,15.0,1,7,9,0,1.54,Green,North
4833,2026-03-15 22:31:44,142.0,39.0,2.0,0.09,26.0,2,8,9,0,0.75,Green,South
3894,2026-03-15 22:31:41,91.0,264.0,0.0,0.08,18.0,0,0,9,0,1.22,Green,East
9398,2026-03-15 22:30:02,690.0,407.0,3.0,0.06,4.0,1,6,9,0,1.55,Green,East
7391,2026-03-15 22:25:20,24674.0,7869.0,10.0,0.81,221.0,2,8,4,1,8.06,Red,South
5958,2026-03-15 22:24:03,517.0,268.0,2.0,0.09,12.0,2,5,1,0,1.61,Green,East
5639,2026-03-15 22:23:40,208.0,358.0,7.0,0.02,15.0,1,4,7,0,2.12,Green,West
8256,2026-03-15 22:21:37,413.0,32.0,9.0,0.04,56.0,0,3,2,0,2.09,Green,West
6773,2026-03-15 22:20:40,694.0,38.0,0.0,0.05,34.0,1,5,3,0,0.92,Green,North
5660,2026-03-15 22:15:41,2256.0,2463.0,4.0,0.45,314.0,1,5,5,1,8.03,Red,West
7272,2026-03-15 22:14:10,4621.0,1608.0,29.0,0.32,158.0,1,7,9,0,5.75,Yellow,North
6358,2026-03-15 21:53:13,19.0,513.0,6.0,0.06,31.0,1,0,5,0,1.8,Green,South
7842,2026-03-15 21:46:02,3874.0,2234.0,21.0,0.13,31.0,0,9,0,1,4.0,Yellow,South
5228,2026-03-15 21:39:51,515.0,478.0,18.0,0.31,100.0,1,8,2,0,4.79,Yellow,East
6563,2026-03-15 21:39:36,305.0,84.0,11.0,0.06,25.0,2,1,6,0,2.79,Green,East
6158,2026-03-15 21:20:02,395.0,68.0,15.0,0.08,36.0,0,4,3,0,1.86,Green,West
9642,2026-03-15 21:18:09,34172.0,7844.0,60.0,0.51,173.0,1,6,3,1,6.5,Red,East
9025,2026-03-15 21:16:26,10835.0,1322.0,22.0,0.7,349.0,0,9,4,1,8.11,Red,North
3249,2026-03-15 21:08:41,3083.0,1929.0,10.0,0.29,90.0,2,9,0,0,5.04,Yellow,East
3567,2026-03-15 20:57:19,5435.0,1869.0,12.0,0.27,41.0,1,8,6,1,4.86,Yellow,East
2757,2026-03-15 20:54:10,7548.0,1803.0,53.0,0.4,252.0,1,5,0,1,7.16,Red,North
4761,2026-03-15 20:49:33,796.0,43.0,6.0,0.0,52.0,0,9,1,0,2.08,Green,South
9645,2026-03-15 20:49:15,577.0,522.0,8.0,0.01,58.0,2,5,1,0,0.83,Green,West
8499,2026-03-15 20:43:56,132.0,467.0,6.0,0.03,35.0,1,3,1,0,2.22,Green,North
2953,2026-03-15 20:35:00,3755.0,1669.0,32.0,0.38,48.0,0,4,7,0,4.47,Yellow,North
5594,2026-03-15 20:34:05,23206.0,8804.0,49.0,0.71,217.0,1,2,5,1,8.44,Red,West
4595,2026-03-15 20:27:59,15602.0,2332.0,64.0,0.66,442.0,0,8,9,1,9.02,Red,West
5470,2026-03-15 20:11:00,4481.0,542.0,18.0,0.37,164.0,2,0,3,0,4.38,Yellow,West
7175,2026-03-15 20:09:12,21.0,73.0,10.0,0.01,10.0,1,6,9,0,1.13,Green,North
10489,2026-03-15 19:55:36,1623.0,1570.0,38.0,0.25,170.0,1,5,1,1,5.1,Yellow,North
2687,2026-03-15 19:49:27,840.0,92.0,4.0,0.05,23.0,1,6,2,0,1.75,Green,East
7404,2026-03-15 19:48:28,629.0,145.0,12.0,0.03,21.0,0,8,2,0,2.92,Green,West
7893,2026-03-15 19:37:29,21079.0,7319.0,49.0,0.48,208.0,0,7,6,1,7.55,Red,North
9556,2026-03-15 19:30:56,273.0,203.0,5.0,0.05,56.0,1,7,2,0,2.16,Green,South
4588,2026-03-15 19:26:49,3018.0,2136.0,3.0,0.34,215.0,1,7,3,0,4.32,Yellow,West
7291,2026-03-15 19:13:21,16567.0,8155.0,37.0,0.62,440.0,2,2,5,1,8.01,Red,South
8510,2026-03-15 19:11:03,873.0,441.0,11.0,0.05,31.0,2,2,2,0,2.5,Green,North
5109,2026-03-15 19:09:03,831.0,910.0,24.0,0.32,208.0,2,1,1,0,5.19,Yellow,West
8453,2026-03-15 19:02:59,878.0,264.0,2.0,0.02,59.0,0,3,1,0,0.88,Green,East
6930,2026-03-15 19:01:55,216.0,253.0,4.0,0.07,33.0,2,5,0,0,1.26,Green,East
5934,2026-03-15 18:38:23,4090.0,1279.0,29.0,0.3,200.0,2,9,1,0,4.0,Yellow,North
7057,2026-03-15 18:37:22,31.0,52.0,5.0,0.02,46.0,0,3,4,0,2.77,Green,South
7907,2026-03-15 18:29:08,598.0,57.0,0.0,0.08,40.0,2,7,6,0,1.45,Green,North
2872,2026-03-15 18:28:59,22187.0,2335.0,33.0,0.62,214.0,0,4,3,1,6.91,Red,West
5272,2026-03-15 18:24:44,441.0,591.0,6.0,0.05,3.0,2,2,2,0,2.18,Green,North
10160,2026-03-15 18:22:49,859.0,462.0,3.0,0.03,10.0,1,2,5,0,1.99,Green,North
5379,2026-03-15 18:19:53,450.0,321.0,13.0,0.09,14.0,2,8,4,0,1.91,Green,East
4579,2026-03-15 18:19:48,3700.0,692.0,12.0,0.17,97.0,0,0,8,1,4.36,Yellow,North
6399,2026-03-15 18:19:25,16557.0,4963.0,38.0,0.49,370.0,2,9,0,1,7.27,Red,North
10077,2026-03-15 18:17:28,2500.0,1295.0,9.0,0.27,32.0,2,2,9,1,5.29,Yellow,North
5225,2026-03-15 18:13:59,3647.0,475.0,43.0,0.23,198.0,2,6,3,0,4.89,Yellow,West
4686,2026-03-15 18:10:15,174.0,579.0,8.0,0.04,14.0,1,7,0,0,2.74,Green,East
7333,2026-03-15 18:08:42,5620.0,1305.0,41.0,0.25,121.0,0,7,3,0,4.42,Yellow,North
9197,2026-03-15 18:06:37,164.0,522.0,15.0,0.02,34.0,2,6,3,0,1.34,Green,North
2725,2026-03-15 17:59:31,3360.0,2100.0,22.0,0.33,176.0,0,6,8,1,5.2,Yellow,North
4750,2026-03-15 17:58:29,69.0,316.0,11.0,0.07,54.0,1,6,6,0,1.44,Green,North
8585,2026-03-15 17:53:20,802.0,371.0,5.0,0.08,2.0,1,0,3,0,0.6,Green,West
9237,2026-03-15 17:52:01,535.0,368.0,4.0,0.03,24.0,1,8,4,0,1.14,Green,North
9809,2026-03-15 17:44:00,9842.0,7745.0,22.0,0.71,392.0,0,0,0,1,6.79,Red,South
6487,2026-03-15 17:35:11,8009.0,1204.0,4.0,0.33,366.0,0,4,7,1,6.5,Red,West
3992,2026-03-15 17:31:01,6300.0,2205.0,4.0,0.53,305.0,1,0,2,1,7.55,Red,West
10045,2026-03-15 17:26:33,89.0,141.0,13.0,0.08,51.0,1,5,2,0,1.92,Green,West
3702,2026-03-15 17:26:19,5602.0,934.0,37.0,0.26,75.0,2,2,6,0,4.0,Yellow,South
3634,2026-03-15 17:25:32,344.0,226.0,0.0,0.01,50.0,2,2,1,0,0.61,Green,West
2978,2026-03-15 17:17:50,456.0,271.0,11.0,0.02,54.0,1,1,6,0,1.9,Green,North
3162,2026-03-15 17:07:42,5327.0,1642.0,5.0,0.19,202.0,0,4,1,1,4.79,Yellow,East
7938,2026-03-15 16:50:37,3334.0,3865.0,73.0,0.9,253.0,2,6,4,1,6.5,Red,East
8326,2026-03-15 16:47:10,3949.0,442.0,24.0,0.18,115.0,2,9,0,0,4.24,Yellow,West
4879,2026-03-15 16:38:29,444.0,28.0,4.0,0.06,55.0,1,5,8,0,2.18,Green,East
8422,2026-03-15 16:34:26,339.0,450.0,7.0,0.04,16.0,1,6,8,0,1.62,Green,East
7252,2026-03-15 16:30:35,329.0,337.0,12.0,0.03,1.0,2,9,5,0,1.23,Green,West
9751,2026-03-15 16:28:15,32551.0,6602.0,61.0,0.45,395.0,0,5,1,1,6.7,Red,East
3286,2026-03-15 16:28:11,382.0,429.0,14.0,0.09,14.0,1,3,2,0,1.85,Green,South
9918,2026-03-15 16:25:44,935.0,2307.0,23.0,0.36,87.0,2,8,9,1,4.31,Yellow,West
10301,2026-03-15 16:24:01,935.0,672.0,4.0,0.26,199.0,0,3,2,0,5.87,Yellow,South
7811,2026-03-15 16:20:18,3973.0,694.0,42.0,0.11,172.0,1,0,3,0,5.05,Yellow,East
6910,2026-03-15 16:20:00,16089.0,2632.0,89.0,0.38,177.0,1,7,7,1,6.61,Red,East
8492,2026-03-15 16:08:50,3564.0,821.0,41.0,0.27,142.0,2,2,4,0,4.7,Yellow,West
8418,2026-03-15 16:00:02,333.0,323.0,8.0,0.05,32.0,0,6,3,0,2.03,Green,West
8920,2026-03-15 15:58:52,348.0,402.0,12.0,0.06,59.0,1,5,6,0,2.27,Green,North
7197,2026-03-15 15:53:10,28062.0,5267.0,3.0,0.53,144.0,1,7,3,1,7.34,Red,North
9222,2026-03-15 15:43:58,1211.0,1927.0,18.0,0.2,196.0,0,4,1,1,4.0,Yellow,South
10215,2026-03-15 15:33:23,27926.0,4192.0,3.0,0.68,110.0,0,7,0,1,6.5,Red,North
6372,2026-03-15 15:28:23,3944.0,1343.0,35.0,0.11,28.0,0,5,0,0,5.03,Yellow,North
2664,2026-03-15 15:26:11,445.0,348.0,14.0,0.07,14.0,0,1,3,0,2.15,Green,North
3882,2026-03-15 15:25:39,5091.0,825.0,40.0,0.33,175.0,0,6,7,1,4.74,Yellow,West
7796,2026-03-15 15:13:15,3981.0,2333.0,25.0,0.23,40.0,2,0,1,0,4.15,Yellow,South
2834,2026-03-15 15:11:28,283.0,258.0,0.0,0.05,17.0,0,1,5,0,1.45,Green,North
3899,2026-03-15 15:08:41,42.0,3.0,11.0,0.08,56.0,2,9,8,0,2.25,Green,West
6363,2026-03-15 15:02:56,631.0,549.0,4.0,0.08,22.0,1,9,3,0,1.89,Green,West
2893,2026-03-15 14:56:37,24922.0,7605.0,33.0,0.72,422.0,1,2,4,1,7.06,Red,East
4964,2026-03-15 14:55:44,16276.0,631.0,48.0,0.86,242.0,1,5,1,1,8.15,Red,North
9945,2026-03-15 14:48:40,5487.0,1450.0,22.0,0.35,176.0,0,1,0,0,5.22,Yellow,East
2599,2026-03-15 14:42:28,767.0,334.0,14.0,0.08,38.0,2,6,0,0,1.92,Green,East
4659,2026-03-15 14:39:21,31908.0,8593.0,43.0,0.36,483.0,0,3,6,1,8.56,Red,West
4083,2026-03-15 14:33:02,353.0,64.0,15.0,0.09,4.0,1,8,5,0,1.0,Green,West
5511,2026-03-15 14:31:12,715.0,360.0,3.0,0.01,36.0,1,1,3,0,2.94,Green,North
5519,2026-03-15 14:30:26,15510.0,5912.0,28.0,0.49,267.0,1,3,8,1,6.55,Red,East
4362,2026-03-15 14:04:33,512.0,149.0,3.0,0.01,29.0,0,9,7,0,1.24,Green,East
8203,2026-03-15 14:03:15,53.0,62.0,8.0,0.01,26.0,2,3,2,0,1.61,Green,West
5651,2026-03-15 13:58:51,3335.0,812.0,20.0,0.32,20.0,2,7,0,0,5.91,Yellow,North
8167,2026-03-15 13:50:40,41.0,252.0,9.0,0.05,37.0,2,1,2,0,1.37,Green,North
6537,2026-03-15 13:49:15,803.0,206.0,8.0,0.02,27.0,2,0,4,0,2.57,Green,East
4672,2026-03-15 13:44:52,821.0,2473.0,42.0,0.39,115.0,1,2,2,1,4.33,Yellow,West
3800,2026-03-15 13:43:50,896.0,379.0,14.0,0.05,25.0,1,7,6,0,1.88,Green,West
8800,2026-03-15 13:31:41,19657.0,1189.0,6.0,0.78,510.0,1,3,6,1,7.91,Red,East
